id_contrato;ano_mes;mes_vida;saldo_devedor;status_mes
CTR-000528;2026-02;25;46649,45;ativo
CTR-000528;2026-03;26;46367,44;ativo
CTR-000529;2019-09;1;43781,64;ativo
CTR-000529;2019-10;2;43565,78;ativo
CTR-000529;2019-11;3;43346,77;ativo
CTR-000529;2019-12;4;43124,56;ativo
CTR-000529;2020-01;5;42899,11;ativo
CTR-000529;2020-02;6;42670,37;ativo
CTR-000529;2020-03;7;42438,3;ativo
CTR-000529;2020-04;8;42202,84;ativo
CTR-000529;2020-05;9;41963,94;ativo
CTR-000529;2020-06;10;41721,56;ativo
CTR-000529;2020-07;11;41475,64;ativo
CTR-000529;2020-08;12;41226,13;ativo
CTR-000529;2020-09;13;40972,99;ativo
CTR-000529;2020-10;14;40716,14;ativo
CTR-000529;2020-11;15;40455,56;ativo
CTR-000529;2020-12;16;40191,17;ativo
CTR-000529;2021-01;17;39922,92;ativo
CTR-000529;2021-02;18;39650,76;ativo
CTR-000529;2021-03;19;39374,63;ativo
CTR-000529;2021-04;20;39094,47;ativo
CTR-000529;2021-05;21;38810,22;ativo
CTR-000529;2021-06;22;38521,82;ativo
CTR-000529;2021-07;23;38229,22;ativo
CTR-000529;2021-08;24;37932,35;ativo
CTR-000529;2021-09;25;37631,15;ativo
CTR-000529;2021-10;26;37325,55;ativo
CTR-000529;2021-11;27;37015,49;ativo
CTR-000529;2021-12;28;36700,91;ativo
CTR-000529;2022-01;29;36381,74;ativo
CTR-000529;2022-02;30;36057,91;ativo
CTR-000529;2022-03;31;35729,36;ativo
CTR-000529;2022-04;32;35396,02;ativo
CTR-000529;2022-05;33;35057,81;ativo
CTR-000529;2022-06;34;34714,67;ativo
CTR-000529;2022-07;35;34366,52;ativo
CTR-000529;2022-08;36;34013,29;ativo
CTR-000529;2022-09;37;33654,91;ativo
CTR-000529;2022-10;38;33291,3;ativo
CTR-000529;2022-11;39;32922,38;ativo
CTR-000529;2022-12;40;32548,08;ativo
CTR-000529;2023-01;41;32168,32;ativo
CTR-000529;2023-02;42;31783,02;ativo
CTR-000529;2023-03;43;31392,1;ativo
CTR-000529;2023-04;44;30995,47;ativo
CTR-000529;2023-05;45;30593,06;ativo
CTR-000529;2023-06;46;30184,78;ativo
CTR-000529;2023-07;47;29770,54;ativo
CTR-000529;2023-08;48;29350,25;ativo
CTR-000529;2023-09;49;28923,84;ativo
CTR-000529;2023-10;50;28491,2;ativo
CTR-000529;2023-11;51;28052,25;ativo
CTR-000529;2023-12;52;27606,89;ativo
CTR-000529;2024-01;53;27155,04;ativo
CTR-000529;2024-02;54;26696,6;ativo
CTR-000529;2024-03;55;26231,47;ativo
CTR-000529;2024-04;56;25759,55;ativo
CTR-000529;2024-05;57;25280,74;ativo
CTR-000529;2024-06;58;24794,95;ativo
CTR-000529;2024-07;59;24302,07;ativo
CTR-000529;2024-08;60;23802,0;ativo
CTR-000529;2024-09;61;23294,64;ativo
CTR-000529;2024-10;62;22779,87;ativo
CTR-000529;2024-11;63;22257,59;ativo
CTR-000529;2024-12;64;21727,7;ativo
CTR-000529;2025-01;65;21190,07;ativo
CTR-000529;2025-02;66;20644,59;ativo
CTR-000529;2025-03;67;20091,16;ativo
CTR-000529;2025-04;68;19529,66;ativo
CTR-000529;2025-05;69;18959,96;ativo
CTR-000529;2025-06;70;18381,95;ativo
CTR-000529;2025-07;71;17795,5;ativo
CTR-000529;2025-08;72;17200,5;ativo
CTR-000529;2025-09;73;16596,82;ativo
CTR-000529;2025-10;74;15984,33;ativo
CTR-000529;2025-11;75;15362,91;ativo
CTR-000529;2025-12;76;14732,42;ativo
CTR-000529;2026-01;77;14092,73;ativo
CTR-000529;2026-02;78;13443,7;ativo
CTR-000529;2026-03;79;12785,21;ativo
CTR-000530;2017-02;1;36690,71;ativo
CTR-000530;2017-03;2;36421,07;ativo
CTR-000530;2017-04;3;36146,84;ativo
CTR-000530;2017-05;4;35867,93;ativo
CTR-000530;2017-06;5;35584,27;ativo
CTR-000530;2017-07;6;35295,77;ativo
CTR-000530;2017-08;7;35002,36;ativo
CTR-000530;2017-09;8;34703,96;ativo
CTR-000530;2017-10;9;34400,47;ativo
CTR-000530;2017-11;10;34091,81;ativo
CTR-000530;2017-12;11;33777,88;ativo
CTR-000530;2018-01;12;33458,62;ativo
CTR-000530;2018-02;13;33133,91;ativo
CTR-000530;2018-03;14;32803,67;ativo
CTR-000530;2018-04;15;32467,8;ativo
CTR-000530;2018-05;16;32126,21;ativo
CTR-000530;2018-06;17;31778,81;ativo
CTR-000530;2018-07;18;31425,48;ativo
CTR-000530;2018-08;19;31066,13;ativo
CTR-000530;2018-09;20;30700,66;ativo
CTR-000530;2018-10;21;30328,97;ativo
CTR-000530;2018-11;22;29950,94;ativo
CTR-000530;2018-12;23;29566,47;ativo
CTR-000530;2019-01;24;29175,46;ativo
CTR-000530;2019-02;25;28777,78;ativo
CTR-000530;2019-03;26;28373,32;ativo
CTR-000530;2019-04;27;27961,97;ativo
CTR-000530;2019-05;28;27543,62;ativo
CTR-000530;2019-06;29;27118,14;ativo
CTR-000530;2019-07;30;26685,41;ativo
CTR-000530;2019-08;31;26245,3;ativo
CTR-000530;2019-09;32;25797,7;ativo
CTR-000530;2019-10;33;25342,48;ativo
CTR-000530;2019-11;34;24879,49;ativo
CTR-000530;2019-12;35;24408,62;ativo
CTR-000530;2020-01;36;23929,73;ativo
CTR-000530;2020-02;37;23442,68;ativo
CTR-000530;2020-03;38;22947,33;ativo
CTR-000530;2020-04;39;22443,54;ativo
CTR-000530;2020-05;40;21931,17;ativo
CTR-000530;2020-06;41;21410,07;ativo
CTR-000530;2020-07;42;20880,09;ativo
CTR-000530;2020-08;43;20341,08;ativo
CTR-000530;2020-09;44;19792,89;ativo
CTR-000530;2020-10;45;19235,36;ativo
CTR-000530;2020-11;46;18668,33;ativo
CTR-000530;2020-12;47;18091,64;ativo
CTR-000530;2021-01;48;17505,12;ativo
CTR-000530;2021-02;49;16908,62;ativo
CTR-000530;2021-03;50;16301,95;ativo
CTR-000530;2021-04;51;15684,94;ativo
CTR-000530;2021-05;52;15057,42;ativo
CTR-000530;2021-06;53;14419,21;ativo
CTR-000530;2021-07;54;13770,13;ativo
CTR-000530;2021-08;55;13109,99;ativo
CTR-000530;2021-09;56;12438,6;ativo
CTR-000530;2021-10;57;11755,78;ativo
CTR-000530;2021-11;58;11061,32;ativo
CTR-000530;2021-12;59;10355,03;ativo
CTR-000530;2022-01;60;9636,71;ativo
CTR-000530;2022-02;61;8906,14;ativo
CTR-000530;2022-03;62;8163,13;ativo
CTR-000530;2022-04;63;7407,47;ativo
CTR-000530;2022-05;64;6638,93;ativo
CTR-000530;2022-06;65;5857,29;ativo
CTR-000530;2022-07;66;5062,34;ativo
CTR-000530;2022-08;67;4253,84;ativo
CTR-000530;2022-09;68;3431,58;ativo
CTR-000530;2022-10;69;2595,3;ativo
CTR-000530;2022-11;70;1744,77;ativo
CTR-000530;2022-12;71;879,75;ativo
CTR-000530;2023-01;72;0,0;ativo
CTR-000531;2016-09;1;13157,93;ativo
CTR-000531;2016-10;2;13031,84;ativo
CTR-000531;2016-11;3;12903,45;ativo
CTR-000531;2016-12;4;12772,72;ativo
CTR-000531;2017-01;5;12639,61;ativo
CTR-000531;2017-02;6;12504,08;ativo
CTR-000531;2017-03;7;12366,08;ativo
CTR-000531;2017-04;8;12225,56;ativo
CTR-000531;2017-05;9;12082,49;ativo
CTR-000531;2017-06;10;11936,81;ativo
CTR-000531;2017-07;11;11788,48;ativo
CTR-000531;2017-08;12;11637,44;ativo
CTR-000531;2017-09;13;11483,66;ativo
CTR-000531;2017-10;14;11327,07;ativo
CTR-000531;2017-11;15;11167,63;ativo
CTR-000531;2017-12;16;11005,29;ativo
CTR-000531;2018-01;17;10839,99;ativo
CTR-000531;2018-02;18;10671,68;ativo
CTR-000531;2018-03;19;10500,3;ativo
CTR-000531;2018-04;20;10325,81;ativo
CTR-000531;2018-05;21;10148,13;ativo
CTR-000531;2018-06;22;9967,22;ativo
CTR-000531;2018-07;23;9783,02;ativo
CTR-000531;2018-08;24;9595,46;ativo
CTR-000531;2018-09;25;9404,48;ativo
CTR-000531;2018-10;26;9210,03;ativo
CTR-000531;2018-11;27;9012,03;ativo
CTR-000531;2018-12;28;8810,43;ativo
CTR-000531;2019-01;29;8605,15;ativo
CTR-000531;2019-02;30;8396,14;ativo
CTR-000531;2019-03;31;8183,32;ativo
CTR-000531;2019-04;32;7966,63;ativo
CTR-000531;2019-05;33;7745,98;ativo
CTR-000531;2019-06;34;7521,32;ativo
CTR-000531;2019-07;35;7292,57;ativo
CTR-000531;2019-08;36;7059,65;ativo
CTR-000531;2019-09;37;6822,49;ativo
CTR-000531;2019-10;38;6581,01;ativo
CTR-000531;2019-11;39;6335,13;ativo
CTR-000531;2019-12;40;6084,77;ativo
CTR-000531;2020-01;41;5829,86;ativo
CTR-000531;2020-02;42;5570,3;ativo
CTR-000531;2020-03;43;5306,01;ativo
CTR-000531;2020-04;44;5036,91;ativo
CTR-000531;2020-05;45;4762,91;ativo
CTR-000531;2020-06;46;4483,92;ativo
CTR-000531;2020-07;47;4199,85;ativo
CTR-000531;2020-08;48;3910,6;ativo
CTR-000531;2020-09;49;3616,08;ativo
CTR-000531;2020-10;50;3316,21;ativo
CTR-000531;2020-11;51;3010,87;ativo
CTR-000531;2020-12;52;2699,96;ativo
CTR-000531;2021-01;53;2383,4;ativo
CTR-000531;2021-02;54;2061,07;ativo
CTR-000531;2021-03;55;1732,87;ativo
CTR-000531;2021-04;56;1398,69;ativo
CTR-000531;2021-05;57;1058,43;ativo
CTR-000531;2021-06;58;711,97;ativo
CTR-000531;2021-07;59;359,2;ativo
CTR-000531;2021-08;60;0,0;ativo
CTR-000532;2016-02;1;69263,7;ativo
CTR-000532;2016-03;2;63448,79;ativo
CTR-000532;2016-04;3;57542,02;ativo
CTR-000532;2016-05;4;51541,93;ativo
CTR-000532;2016-06;5;45447,05;ativo
CTR-000532;2016-07;6;39255,89;ativo
CTR-000532;2016-08;7;32966,92;ativo
CTR-000532;2016-09;8;26578,6;ativo
CTR-000532;2016-10;9;20089,35;ativo
CTR-000532;2016-11;10;13497,58;ativo
CTR-000532;2016-12;11;6801,68;ativo
CTR-000532;2017-01;12;0,0;ativo
CTR-000533;2025-08;1;131515,0;ativo
CTR-000533;2025-09;2;129721,43;ativo
CTR-000533;2025-10;3;127895,21;ativo
CTR-000533;2025-11;4;126035,74;ativo
CTR-000533;2025-12;5;124142,42;ativo
CTR-000533;2026-01;6;122214,62;ativo
CTR-000533;2026-02;7;120251,72;ativo
CTR-000533;2026-03;8;118253,09;ativo
CTR-000534;2016-12;1;93518,3;ativo
CTR-000534;2017-01;2;92123,74;ativo
CTR-000534;2017-02;3;90708,67;ativo
CTR-000534;2017-03;4;89272,78;ativo
CTR-000534;2017-04;5;87815,77;ativo
CTR-000534;2017-05;6;86337,32;ativo
CTR-000534;2017-06;7;84837,13;ativo
CTR-000534;2017-07;8;83314,86;ativo
CTR-000534;2017-08;9;81770,2;ativo
CTR-000534;2017-09;10;80202,82;ativo
CTR-000534;2017-10;11;78612,38;ativo
CTR-000534;2017-11;12;76998,54;ativo
CTR-000534;2017-12;13;75360,96;ativo
CTR-000534;2018-01;14;73699,29;ativo
CTR-000534;2018-02;15;72013,18;ativo
CTR-000534;2018-03;16;70302,26;ativo
CTR-000534;2018-04;17;68566,17;ativo
CTR-000534;2018-05;18;66804,54;ativo
CTR-000534;2018-06;19;65017,0;ativo
CTR-000534;2018-07;20;63203,16;ativo
CTR-000534;2018-08;21;61362,64;ativo
CTR-000534;2018-09;22;59495,04;ativo
CTR-000534;2018-10;23;57599,97;ativo
CTR-000534;2018-11;24;55677,02;ativo
CTR-000534;2018-12;25;53725,78;ativo
CTR-000534;2019-01;26;51745,83;ativo
CTR-000534;2019-02;27;49736,76;ativo
CTR-000534;2019-03;28;47698,13;ativo
CTR-000534;2019-04;29;45629,52;ativo
CTR-000534;2019-05;30;43530,47;ativo
CTR-000534;2019-06;31;41400,54;ativo
CTR-000534;2019-07;32;39239,28;ativo
CTR-000534;2019-08;33;37046,22;ativo
CTR-000534;2019-09;34;34820,91;ativo
CTR-000534;2019-10;35;32562,85;ativo
CTR-000534;2019-11;36;30271,58;ativo
CTR-000534;2019-12;37;27946,6;ativo
CTR-000534;2020-01;38;25587,42;ativo
CTR-000534;2020-02;39;23193,53;ativo
CTR-000534;2020-03;40;20764,43;ativo
CTR-000534;2020-04;41;18299,59;ativo
CTR-000534;2020-05;42;15798,49;ativo
CTR-000534;2020-06;43;13260,6;ativo
CTR-000534;2020-07;44;10685,37;ativo
CTR-000534;2020-08;45;8072,26;ativo
CTR-000534;2020-09;46;5420,7;ativo
CTR-000534;2020-10;47;2730,14;ativo
CTR-000534;2020-11;48;0,0;ativo
CTR-000535;2024-04;1;78155,29;ativo
CTR-000535;2024-05;2;77678,09;ativo
CTR-000535;2024-06;3;77193,67;ativo
CTR-000535;2024-07;4;76701,92;ativo
CTR-000535;2024-08;5;76202,73;ativo
CTR-000535;2024-09;6;75695,99;ativo
CTR-000535;2024-10;7;75181,58;ativo
CTR-000535;2024-11;8;74659,38;ativo
CTR-000535;2024-12;9;74129,28;ativo
CTR-000535;2025-01;10;73591,17;ativo
CTR-000535;2025-02;11;73044,9;ativo
CTR-000535;2025-03;12;72490,38;ativo
CTR-000535;2025-04;13;71927,46;ativo
CTR-000535;2025-05;14;71356,02;ativo
CTR-000535;2025-06;15;70775,94;ativo
CTR-000535;2025-07;16;70187,08;ativo
CTR-000535;2025-08;17;69589,3;ativo
CTR-000535;2025-09;18;68982,48;ativo
CTR-000535;2025-10;19;68366,48;ativo
CTR-000535;2025-11;20;67741,16;ativo
CTR-000535;2025-12;21;67106,38;ativo
CTR-000535;2026-01;22;66461,99;ativo
CTR-000535;2026-02;23;65807,85;ativo
CTR-000535;2026-03;24;65143,81;ativo
CTR-000536;2023-09;1;64305,04;ativo
CTR-000536;2023-10;2;63738,25;ativo
CTR-000536;2023-11;3;63159,74;ativo
CTR-000536;2023-12;4;62569,26;ativo
CTR-000536;2024-01;5;61966,57;ativo
CTR-000536;2024-02;6;61351,4;ativo
CTR-000536;2024-03;7;60723,51;ativo
CTR-000536;2024-04;8;60082,64;ativo
CTR-000536;2024-05;9;59428,5;ativo
CTR-000536;2024-06;10;58760,83;ativo
CTR-000536;2024-07;11;58079,35;ativo
CTR-000536;2024-08;12;57383,78;ativo
CTR-000536;2024-09;13;56673,81;ativo
CTR-000536;2024-10;14;55949,15;ativo
CTR-000536;2024-11;15;55209,51;ativo
CTR-000536;2024-12;16;54454,56;ativo
CTR-000536;2025-01;17;53684,0;ativo
CTR-000536;2025-02;18;52897,49;ativo
CTR-000536;2025-03;19;52094,72;ativo
CTR-000536;2025-04;20;51275,34;ativo
CTR-000536;2025-05;21;50439,0;ativo
CTR-000536;2025-06;22;49585,37;ativo
CTR-000536;2025-07;23;48714,08;ativo
CTR-000536;2025-08;24;47824,76;ativo
CTR-000536;2025-09;25;46917,05;ativo
CTR-000536;2025-10;26;45990,55;ativo
CTR-000536;2025-11;27;45044,89;ativo
CTR-000536;2025-12;28;44079,67;ativo
CTR-000536;2026-01;29;43094,48;ativo
CTR-000536;2026-02;30;42088,91;ativo
CTR-000536;2026-03;31;41062,54;ativo
CTR-000537;2019-11;1;69228,66;ativo
CTR-000537;2019-12;2;68245,39;ativo
CTR-000537;2020-01;3;67245,78;ativo
CTR-000537;2020-02;4;66229,55;ativo
CTR-000537;2020-03;5;65196,42;ativo
CTR-000537;2020-04;6;64146,12;ativo
CTR-000537;2020-05;7;63078,35;ativo
CTR-000537;2020-06;8;61992,83;ativo
CTR-000537;2020-07;9;60889,26;ativo
CTR-000537;2020-08;10;59767,35;ativo
CTR-000537;2020-09;11;58626,78;ativo
CTR-000537;2020-10;12;57467,25;ativo
CTR-000537;2020-11;13;56288,44;ativo
CTR-000537;2020-12;14;55090,03;ativo
CTR-000537;2021-01;15;53871,69;ativo
CTR-000537;2021-02;16;52633,11;ativo
CTR-000537;2021-03;17;51373,92;ativo
CTR-000537;2021-04;18;50093,81;ativo
CTR-000537;2021-05;19;48792,41;ativo
CTR-000537;2021-06;20;47469,37;ativo
CTR-000537;2021-07;21;46124,33;ativo
CTR-000537;2021-08;22;44756,94;ativo
CTR-000537;2021-09;23;43366,81;ativo
CTR-000537;2021-10;24;41953,56;ativo
CTR-000537;2021-11;25;40516,82;ativo
CTR-000537;2021-12;26;39056,19;ativo
CTR-000537;2022-01;27;37571,28;ativo
CTR-000537;2022-02;28;36061,68;ativo
CTR-000537;2022-03;29;34526,98;ativo
CTR-000537;2022-04;30;32966,77;ativo
CTR-000537;2022-05;31;31380,61;ativo
CTR-000537;2022-06;32;29768,09;ativo
CTR-000537;2022-07;33;28128,75;ativo
CTR-000537;2022-08;34;26462,16;ativo
CTR-000537;2022-09;35;24767,86;ativo
CTR-000537;2022-10;36;23045,39;ativo
CTR-000537;2022-11;37;21294,28;ativo
CTR-000537;2022-12;38;19514,06;ativo
CTR-000537;2023-01;39;17704,24;ativo
CTR-000537;2023-02;40;15864,33;ativo
CTR-000537;2023-03;41;13993,83;ativo
CTR-000537;2023-04;42;12092,23;ativo
CTR-000537;2023-05;43;10159,02;ativo
CTR-000537;2023-06;44;8193,66;ativo
CTR-000537;2023-07;45;6195,63;ativo
CTR-000537;2023-08;46;4164,38;ativo
CTR-000537;2023-09;47;2099,36;ativo
CTR-000537;2023-10;48;0,0;ativo
CTR-000538;2025-02;1;31138,76;ativo
CTR-000538;2025-03;2;30073,16;ativo
CTR-000538;2025-04;3;28985,06;ativo
CTR-000538;2025-05;4;27873,99;ativo
CTR-000538;2025-06;5;26739,46;ativo
CTR-000538;2025-07;6;25580,97;ativo
CTR-000538;2025-08;7;24398,02;ativo
CTR-000538;2025-09;8;23190,1;ativo
CTR-000538;2025-10;9;21956,67;ativo
CTR-000538;2025-11;10;20697,21;ativo
CTR-000538;2025-12;11;19411,14;ativo
CTR-000538;2026-01;12;18097,93;ativo
CTR-000538;2026-02;13;16756,99;ativo
CTR-000538;2026-03;14;15387,73;ativo
CTR-000539;2025-01;1;122631,46;ativo
CTR-000539;2025-02;2;121631,19;ativo
CTR-000539;2025-03;3;120616,44;ativo
CTR-000539;2025-04;4;119587,0;ativo
CTR-000539;2025-05;5;118542,64;ativo
CTR-000539;2025-06;6;117483,17;ativo
CTR-000539;2025-07;7;116408,35;ativo
CTR-000539;2025-08;8;115317,96;ativo
CTR-000539;2025-09;9;114211,79;ativo
CTR-000539;2025-10;10;113089,6;ativo
CTR-000539;2025-11;11;111951,15;ativo
CTR-000539;2025-12;12;110796,23;ativo
CTR-000539;2026-01;13;109624,57;ativo
CTR-000539;2026-02;14;108435,95;ativo
CTR-000539;2026-03;15;107230,12;ativo
CTR-000540;2025-04;1;30170,11;ativo
CTR-000540;2025-05;2;29773,52;ativo
CTR-000540;2025-06;3;29369,15;ativo
CTR-000540;2025-07;4;28956,85;ativo
CTR-000540;2025-08;5;28536,45;ativo
CTR-000540;2025-09;6;28107,8;ativo
CTR-000540;2025-10;7;27670,73;ativo
CTR-000540;2025-11;8;27225,09;ativo
CTR-000540;2025-12;9;26770,7;ativo
CTR-000540;2026-01;10;26307,4;ativo
CTR-000540;2026-02;11;25835,0;ativo
CTR-000540;2026-03;12;25353,33;ativo
CTR-000541;2020-07;1;99646,28;ativo
CTR-000541;2020-08;2;91370,13;ativo
CTR-000541;2020-09;3;82945,71;ativo
CTR-000541;2020-10;4;74370,39;ativo
CTR-000541;2020-11;5;65641,44;ativo
CTR-000541;2020-12;6;56756,12;ativo
CTR-000541;2021-01;7;47711,63;ativo
CTR-000541;2021-02;8;38505,12;ativo
CTR-000541;2021-03;9;29133,68;ativo
CTR-000541;2021-04;10;19594,36;ativo
CTR-000541;2021-05;11;9884,15;ativo
CTR-000541;2021-06;12;0,0;ativo
CTR-000542;2018-05;1;112122,68;ativo
CTR-000542;2018-06;2;109961,13;ativo
CTR-000542;2018-07;3;107752,08;ativo
CTR-000542;2018-08;4;105494,51;ativo
CTR-000542;2018-09;5;103187,33;ativo
CTR-000542;2018-10;6;100829,47;ativo
CTR-000542;2018-11;7;98419,8;ativo
CTR-000542;2018-12;8;95957,19;ativo
CTR-000542;2019-01;9;93440,48;ativo
CTR-000542;2019-02;10;90868,48;ativo
CTR-000542;2019-03;11;88239,97;ativo
CTR-000542;2019-04;12;85553,71;ativo
CTR-000542;2019-05;13;82808,43;ativo
CTR-000542;2019-06;14;80002,85;ativo
CTR-000542;2019-07;15;77135,62;ativo
CTR-000542;2019-08;16;74205,4;ativo
CTR-000542;2019-09;17;71210,8;ativo
CTR-000542;2019-10;18;68150,41;ativo
CTR-000542;2019-11;19;65022,78;ativo
CTR-000542;2019-12;20;61826,44;ativo
CTR-000542;2020-01;21;58559,88;ativo
CTR-000542;2020-02;22;55221,55;ativo
CTR-000542;2020-03;23;51809,88;ativo
CTR-000542;2020-04;24;48323,25;ativo
CTR-000542;2020-05;25;44760,02;ativo
CTR-000542;2020-06;26;41118,51;ativo
CTR-000542;2020-07;27;37396,99;ativo
CTR-000542;2020-08;28;33593,72;ativo
CTR-000542;2020-09;29;29706,88;ativo
CTR-000542;2020-10;30;25734,65;ativo
CTR-000542;2020-11;31;21675,15;ativo
CTR-000542;2020-12;32;17526,46;ativo
CTR-000542;2021-01;33;13286,63;ativo
CTR-000542;2021-02;34;8953,64;ativo
CTR-000542;2021-03;35;4525,47;ativo
CTR-000542;2021-04;36;0,0;ativo
CTR-000543;2015-07;1;86383,46;ativo
CTR-000543;2015-08;2;86105,49;ativo
CTR-000543;2015-09;3;85821,45;ativo
CTR-000543;2015-10;4;85531,2;ativo
CTR-000543;2015-11;5;85234,62;ativo
CTR-000543;2015-12;6;84931,56;ativo
CTR-000543;2016-01;7;84621,88;ativo
CTR-000543;2016-02;8;84305,43;ativo
CTR-000543;2016-03;9;83982,08;ativo
CTR-000543;2016-04;10;83651,66;ativo
CTR-000543;2016-05;11;83314,03;ativo
CTR-000543;2016-06;12;82969,02;ativo
CTR-000543;2016-07;13;82616,48;ativo
CTR-000543;2016-08;14;82256,23;ativo
CTR-000543;2016-09;15;81888,13;ativo
CTR-000543;2016-10;16;81511,98;ativo
CTR-000543;2016-11;17;81127,61;ativo
CTR-000543;2016-12;18;80734,85;ativo
CTR-000543;2017-01;19;80333,52;ativo
CTR-000543;2017-02;20;79923,42;ativo
CTR-000543;2017-03;21;79504,36;ativo
CTR-000543;2017-04;22;79076,15;ativo
CTR-000543;2017-05;23;78638,58;ativo
CTR-000543;2017-06;24;78191,46;ativo
CTR-000543;2017-07;25;77734,58;ativo
CTR-000543;2017-08;26;77267,72;ativo
CTR-000543;2017-09;27;76790,66;ativo
CTR-000543;2017-10;28;76303,18;ativo
CTR-000543;2017-11;29;75805,06;ativo
CTR-000543;2017-12;30;75296,05;ativo
CTR-000543;2018-01;31;74775,93;ativo
CTR-000543;2018-02;32;74244,46;ativo
CTR-000543;2018-03;33;73701,37;ativo
CTR-000543;2018-04;34;73146,42;ativo
CTR-000543;2018-05;35;72579,35;ativo
CTR-000543;2018-06;36;71999,9;ativo
CTR-000543;2018-07;37;71407,79;ativo
CTR-000543;2018-08;38;70802,75;ativo
CTR-000543;2018-09;39;70184,5;ativo
CTR-000543;2018-10;40;69552,74;ativo
CTR-000543;2018-11;41;68907,19;ativo
CTR-000543;2018-12;42;68247,54;ativo
CTR-000543;2019-01;43;67573,48;ativo
CTR-000543;2019-02;44;66884,7;ativo
CTR-000543;2019-03;45;66180,87;ativo
CTR-000543;2019-04;46;65461,68;ativo
CTR-000543;2019-05;47;64726,77;ativo
CTR-000543;2019-06;48;63975,82;ativo
CTR-000543;2019-07;49;63208,47;ativo
CTR-000543;2019-08;50;62424,35;ativo
CTR-000543;2019-09;51;61623,12;ativo
CTR-000543;2019-10;52;60804,38;ativo
CTR-000543;2019-11;53;59967,76;ativo
CTR-000543;2019-12;54;59112,87;ativo
CTR-000543;2020-01;55;58239,31;ativo
CTR-000543;2020-02;56;57346,67;ativo
CTR-000543;2020-03;57;56434,54;ativo
CTR-000543;2020-04;58;55502,48;ativo
CTR-000543;2020-05;59;54550,07;ativo
CTR-000543;2020-06;60;53576,86;ativo
CTR-000543;2020-07;61;52582,39;ativo
CTR-000543;2020-08;62;51566,21;ativo
CTR-000543;2020-09;63;50527,83;ativo
CTR-000543;2020-10;64;49466,77;ativo
CTR-000543;2020-11;65;48382,54;ativo
CTR-000543;2020-12;66;47274,63;ativo
CTR-000543;2021-01;67;46142,52;ativo
CTR-000543;2021-02;68;44985,68;ativo
CTR-000543;2021-03;69;43803,59;ativo
CTR-000543;2021-04;70;42595,67;ativo
CTR-000543;2021-05;71;41361,37;ativo
CTR-000543;2021-06;72;40100,12;ativo
CTR-000543;2021-07;73;38811,32;ativo
CTR-000543;2021-08;74;37494,38;ativo
CTR-000543;2021-09;75;36148,67;ativo
CTR-000543;2021-10;76;34773,57;ativo
CTR-000543;2021-11;77;33368,44;ativo
CTR-000543;2021-12;78;31932,62;ativo
CTR-000543;2022-01;79;30465,44;ativo
CTR-000543;2022-02;80;28966,22;ativo
CTR-000543;2022-03;81;27434,26;ativo
CTR-000543;2022-04;82;25868,84;ativo
CTR-000543;2022-05;83;24269,23;ativo
CTR-000543;2022-06;84;22634,68;ativo
CTR-000543;2022-07;85;20964,44;ativo
CTR-000543;2022-08;86;19257,71;ativo
CTR-000543;2022-09;87;17513,72;ativo
CTR-000543;2022-10;88;15731,63;ativo
CTR-000543;2022-11;89;13910,62;ativo
CTR-000543;2022-12;90;12049,85;ativo
CTR-000543;2023-01;91;10148,43;ativo
CTR-000543;2023-02;92;8205,48;ativo
CTR-000543;2023-03;93;6220,11;ativo
CTR-000543;2023-04;94;4191,37;ativo
CTR-000543;2023-05;95;2118,32;ativo
CTR-000543;2023-06;96;0,0;ativo
CTR-000544;2024-04;1;119792,36;ativo
CTR-000544;2024-05;2;109834,96;ativo
CTR-000544;2024-06;3;99700,77;ativo
CTR-000544;2024-07;4;89386,63;ativo
CTR-000544;2024-08;5;78889,35;ativo
CTR-000544;2024-09;6;68205,69;ativo
CTR-000544;2024-10;7;57332,32;ativo
CTR-000544;2024-11;8;46265,89;ativo
CTR-000544;2024-12;9;35002,96;ativo
CTR-000544;2025-01;10;23540,05;ativo
CTR-000544;2025-02;11;11873,6;ativo
CTR-000544;2025-03;12;0,0;ativo
CTR-000545;2024-09;1;43810,78;ativo
CTR-000545;2024-10;2;43243,82;ativo
CTR-000545;2024-11;3;42665,4;ativo
CTR-000545;2024-12;4;42075,27;ativo
CTR-000545;2025-01;5;41473,21;ativo
CTR-000545;2025-02;6;40858,97;ativo
CTR-000545;2025-03;7;40232,31;ativo
CTR-000545;2025-04;8;39592,97;ativo
CTR-000545;2025-05;9;38940,69;ativo
CTR-000545;2025-06;10;38275,23;ativo
CTR-000545;2025-07;11;37596,3;ativo
CTR-000545;2025-08;12;36903,65;ativo
CTR-000545;2025-09;13;36196,98;ativo
CTR-000545;2025-10;14;35476,01;ativo
CTR-000545;2025-11;15;34740,47;ativo
CTR-000545;2025-12;16;33990,05;ativo
CTR-000545;2026-01;17;33224,44;ativo
CTR-000545;2026-02;18;32443,36;ativo
CTR-000545;2026-03;19;31646,47;ativo
CTR-000546;2020-12;1;131042,91;ativo
CTR-000546;2021-01;2;129703,4;ativo
CTR-000546;2021-02;3;128342,1;ativo
CTR-000546;2021-03;4;126958,63;ativo
CTR-000546;2021-04;5;125552,65;ativo
CTR-000546;2021-05;6;124123,79;ativo
CTR-000546;2021-06;7;122671,67;ativo
